A1659,0.047111884,0.03537451,0.027168382,0.021710416,0.02328868,0.018852873,0.015809126,0.01609523,0.011857165,0.03443826,-0.00023097184,-3.0499157e-05,0.011102491,0.009202806,6.1562473e-06
B206,0.051996306,0.049520068,0.021926,0.029201576,0.0049434253,0.002790181,0.019157222,0.007391804,0.014284258,0.01564715,0.0055062254,0.0012837601,0.0029876984,0.0028720875,9.4616255e-05
A58,0.033201367,0.030665696,0.02486312,0.024544386,0.020332193,0.020412304,0.0069417963,0.0051734196,0.00031022873,0.00027525012,0.000106526735,4.591054e-05,3.9234317e-05,3.513623e-05,4.7281642e-07
A490,0.046087377,0.04089729,0.02406027,0.049127664,0.03915213,0.03800363,0.021996805,0.02450456,0.0057931193,0.005995886,0.003513312,0.0035547006,0.00081042625,0.00016149475,-5.1910197e-06
B52,0.06036977,0.06486174,0.017850844,0.020297075,0.03670376,0.032762058,0.026286826,0.049547512,0.032014284,0.034791805,0.031244507,0.030993056,0.004206972,0.004264107,0.0005968814
A1198,0.04969598,0.04167704,0.061364897,0.01632474,0.04494662,0.045284923,0.05192117,0.021313602,0.00014434627,0.0004305248,0.00017309788,0.00022437077,8.721055e-08,5.8189812e-08,1.1769435e-09
B243,0.028962737,0.029201014,0.010319929,0.037326366,0.0154079385,0.020012036,0.00017915318,0.00014636613,-3.1782552e-09,1.3614264e-09,1.0697638e-09,1.4076884e-09,-1.6637624e-09,3.4119335e-10,-5.045271e-10
B109,0.039922126,0.029157612,0.025750134,0.017880976,0.015808394,0.012119575,0.014993435,0.016816005,0.0052554454,0.005340282,0.00095950067,0.00028169318,0.0011041401,6.3604224e-05,-5.754277e-09
A1548,0.039526545,0.033324644,0.024527058,0.023081413,0.015694875,0.010207472,-0.00040514575,0.0048504933,0.00012568093,-0.0004907879,0.0024109061,0.0024593151,0.00079979154,0.0014827509,0.0008487736
A2370,0.056109257,0.061482888,0.00858606,0.015273118,0.033225544,0.039032537,0.029528141,0.02736646,0.0022563792,0.0022326838,0.0013385484,0.0009227636,0.000514539,0.00070467114,3.2278553e-05
A1563,0.05614224,0.057915244,0.0011144581,-9.129963e-05,0.033001937,0.031728525,0.0046617026,0.0063332454,0.0004645665,0.00023019456,0.0004481543,0.0015365061,0.00015243414,0.00021947637,5.9243925e-05
A2384,0.012256503,0.008284505,-0.0015423759,-0.002688316,0.0034862729,0.002613439,0.0050818985,0.0031628967,0.00074249745,-7.056838e-05,-0.00032529235,0.00065735064,9.733376e-10,-5.151812e-10,-8.5902324e-10
A2341,0.03862934,0.04705595,0.017546687,0.025956944,0.024168119,0.026089495,0.00917762,0.019120073,0.010725057,0.006542354,0.0020714886,0.00098908,0.0011262979,0.0006548446,-0.00010508111
A312,0.046163697,0.048362795,0.08200045,0.0055678748,0.025259404,0.035671744,0.007153281,0.06301426,0.077868566,0.03365629,-7.519937e-05,0.0036933625,0.005245591,0.028345596,0.015094908
A1920,0.042322077,0.0413377,0.037939712,0.046065252,0.036647208,0.045520347,0.034109052,0.033973645,0.015496435,0.02062443,0.0064237984,0.005745682,0.0007389277,0.00075171277,5.7885823e-05
A571,0.047640055,0.045785453,0.049574926,0.042263094,0.048638616,0.04406189,0.0021437758,0.0018197282,2.993036e-05,3.9667386e-05,1.1288879e-05,8.593011e-06,-5.1663704e-09,1.2598813e-09,6.3386074e-09
A591,0.033150543,0.038754214,0.028657664,0.03831154,0.029371923,0.04252402,0.01859046,0.020398458,0.011656965,0.012121805,7.284867e-05,0.00029431016,0.0011738318,0.0014314345,-1.2899484e-09
A1130,0.006137928,0.0044668536,0.0053533213,0.0048693637,0.0020578553,0.0018432175,0.001113358,0.0026370597,0.00043111504,-0.0007160454,0.0005570027,0.00028629575,-9.20973e-05,1.3328581e-05,8.44268e-05
A1443,0.015620307,0.015784016,0.00023887528,-0.0016709076,-0.004443668,-0.0069688936,-0.001960298,-0.0016203737,0.0024027724,0.0052635456,0.0008800042,-0.0008459833,0.00093367253,0.0014623913,-3.260395e-05
B332,0.048214134,0.050977726,0.03391153,0.03533123,0.03690606,0.0369495,0.0081394315,0.011560004,0.010875505,0.01056133,0.0027628865,0.0047367644,0.0020112651,0.0005528762,0.0004073776
A1977,0.08699636,0.093078285,0.0061197784,0.0024760454,-0.022191908,-0.019414075,-0.0035365643,0.014193472,-0.0018591563,0.0041325903,0.00579078,0.009146922,0.008128996,0.008354891,0.0042503243
A1160,0.056218214,0.058186445,0.041708093,0.049528785,0.03191945,0.06806894,0.04352997,0.029019842,0.027582796,0.030285276,-1.7279092e-10,3.5269545e-09,-3.6727348e-09,7.2633695e-09,1.9164905e-09
A2091,0.017151808,0.014822413,0.010116996,0.008801228,0.01122973,0.012403935,0.008202721,0.0095486455,0.004822487,0.005714039,0.0013183478,0.0017899653,0.0006438651,0.0004054507,-2.9536433e-09
A1838,0.042570084,0.042481765,0.042389244,0.04201687,0.035345405,0.035377562,0.0017482747,0.0017563628,8.103608e-06,-1.2917762e-06,2.0796677e-11,5.560604e-09,6.366932e-09,-8.310875e-09,4.6067514e-10
A506,0.045133095,0.04087623,0.044802293,0.034458682,0.039517384,0.045675557,0.016550165,0.016250376,0.00035451198,0.00027265874,0.0002697382,9.231146e-06,-6.931306e-10,-1.2443268e-09,-5.3379288e-09
A1181,0.054346483,0.04686622,0.054952554,0.042044472,0.001788376,-0.0033976207,0.003673931,0.004733617,0.0022908612,0.002283762,0.001992293,0.002175443,0.00064388395,0.0001794853,0.00011353144
A1621,0.047876637,0.047746126,0.02783682,0.055295166,0.031953648,0.046457104,0.0045842812,0.05985323,0.03873242,0.038777214,0.004794073,0.003398782,-2.9200468e-08,4.0572e-06,8.707271e-09
A1890,0.019467507,0.028139591,0.021322133,0.022517739,0.014283692,-0.00022864404,0.003920955,0.0004151075,0.002855037,0.0002575696,0.0004523389,0.00095120986,0.0004197256,0.00023978695,9.942189e-10
A786,0.050614867,0.052261192,0.033881765,0.058897126,0.036835242,0.05622177,0.064394176,0.020006372,0.0032692042,0.06127444,0.06122331,0.014221661,0.004934961,0.0513596,0.022864725
A1624,0.040504243,0.042489935,0.012089803,0.0032339746,0.008166013,0.008505048,0.00819351,0.010270918,0.013601648,0.012736587,0.00094937027,-0.001223677,-0.000787271,-0.0014835161,0.00063243724
B146,0.041200772,0.04611414,0.010084766,0.031188488,0.027287165,0.033915833,0.011024064,0.0100326445,0.0048052124,0.004630804,0.0052716965,0.0055730515,0.0011275469,0.00130801,-7.439023e-05
A1231,0.05887622,0.061230227,0.021410523,0.024376739,0.042896498,0.03269108,0.039105125,0.03948535,0.018346101,0.01566101,0.013966011,0.011308311,0.0044855378,0.0038944734,0.00033551545
A2183,0.05883244,0.059454925,0.045536637,0.044826634,0.044191044,0.043507904,0.060456794,0.055110075,0.0056304378,8.123262e-06,-0.019469513,-0.0075939987,0.0009602529,0.0001581036,0.00012276883
A2269,0.0525567,0.052290745,0.03401151,0.03321859,0.0012357564,-0.0042725066,0.007932172,0.0013595391,0.0015186811,0.0021609615,-0.0003180877,0.00038302396,7.829743e-05,0.0013451122,0.0012717223
A2196,0.0472517,0.051883772,0.04060201,0.049500294,0.02992722,0.05579919,0.043418776,0.039847817,0.038337532,0.03751749,0.03734811,0.039995313,0.0022884025,0.00209242,0.00046697454
A1203,0.06024237,0.06366853,0.04226518,0.048392087,0.04155391,0.0453068,0.0041612247,0.0037533233,0.0127819255,0.011948902,0.0012044923,0.0013328283,0.0005359542,0.0016883835,0.00015573362
A1156,0.050581507,0.05539314,0.0034404919,-0.006904131,0.010643741,0.011834515,0.009013714,0.0064540845,0.008394718,0.007909038,0.007272926,0.0073931487,0.00025967663,0.0005126263,0.00026514768
B111,0.0016068579,0.0011471519,1.339549e-05,4.0756237e-05,6.189211e-05,3.493282e-05,7.177605e-06,1.3527096e-05,-5.8730256e-12,5.041258e-12,-9.442384e-11,5.4034173e-11,-9.6370266e-11,7.279643e-11,-4.8717502e-11
A1566,0.027987838,0.019935612,0.01511382,0.016510502,0.005480485,0.015200653,0.009350159,0.010731145,0.008698447,0.008569919,0.0059924056,0.0056097666,0.0066807717,0.0059358724,8.2101826e-05
A322,0.0732223,0.080389045,-0.0030698376,-0.0062292465,-0.017066067,-0.0068718516,0.052106064,0.026640449,0.0055321655,0.005611282,0.0030114935,0.00287727,0.0026651884,0.0017751661,0.00045402622
A1708,0.026812855,0.06475313,0.06392232,0.0063667595,0.030864023,0.07393012,0.010139997,0.06136594,0.048965663,0.027313594,2.1296988e-05,1.0366983e-05,3.971229e-06,4.1496096e-06,1.8085146e-07
B75,0.030136943,0.033861637,0.00958991,0.009166088,0.009362634,0.008615611,0.010430703,0.01229084,0.0010630848,0.00088616693,0.00044947636,0.00042072928,2.0460322e-05,1.5111468e-05,4.9207056e-09
A1908,0.010435792,0.009159429,0.0027191518,0.016214004,0.0045272834,0.0047816136,0.0045170635,0.0053092553,7.577733e-05,8.654516e-05,5.7788516e-06,3.4871719e-06,8.440895e-10,1.1071422e-10,-2.8279304e-10
A1974,0.032523304,0.031649277,0.028143993,0.0323685,0.025092715,0.025769446,0.002515123,0.0021162725,0.002991109,0.0024901934,0.0031903733,0.0015671232,0.00076911243,0.0009449463,0.0003576784
A1764,0.06377486,0.06785985,0.00982908,0.013015626,0.010587064,0.061256364,0.03929639,0.03833303,0.0032932442,0.0034294203,0.0027031947,0.0027480517,2.1982594e-05,3.5203404e-05,-4.3383358e-07
A1178,0.05315904,0.04824708,0.041350815,0.05399352,0.00594352,0.00547305,0.011509549,0.009445626,0.00049559295,0.00044671388,0.00028540657,0.00048423288,3.3071145e-05,3.2557495e-05,-8.390292e-06
A1154,0.057516426,0.047355063,0.0012437997,-0.004947137,0.017026456,0.0007356237,0.006899914,0.0070905844,0.008633537,0.0047617145,0.002478995,0.0016416466,0.00023661325,0.0010945828,0.00035015208
A37,0.027863085,0.023295965,0.012553611,0.028623516,0.006194918,0.005998048,0.0011048838,0.0015118199,0.00013287642,-0.00014463175,-5.519165e-05,0.000294417,7.533934e-05,-3.3905762e-05,5.083919e-06
A627,0.045547184,0.038570363,0.048485644,0.014035978,0.04592995,0.020972356,0.0023755797,0.002408275,0.002590557,0.002553694,0.00019468323,0.0002772663,2.634532e-05,-4.009271e-06,-5.7976535e-10
A1530,0.04023548,0.029266715,0.024361065,0.03414441,0.03196288,0.010859968,0.020518925,0.024360787,0.014489068,0.015557092,0.011115842,0.011693222,0.0006546234,0.0009802389,0.00015852546
B319,0.058662936,0.033167083,0.04732663,0.047590464,0.029173091,0.06056382,0.074445836,0.04299789,0.02743824,0.024063695,0.034064073,0.042646423,0.0043651387,0.005518182,-9.551955e-09
A1841,0.07276158,0.07803694,0.022990022,0.059294537,0.04578778,0.026901696,0.0073081413,0.003853472,-0.001113716,-0.016114106,0.0010942151,0.0015753837,9.582158e-07,1.0736419e-06,6.7629924e-09
A855,0.050371334,0.05108524,0.0403922,0.046470992,0.036029052,0.054431234,0.008878378,0.065147795,0.046941694,0.036643762,0.029568776,0.044079874,0.0041211764,0.0016111674,1.01855285e-07
A633,0.046945468,0.042181842,0.06482272,0.016429266,0.037617546,0.044093262,0.05328573,0.044581752,-0.00062096055,-0.00023185491,0.002341995,0.0018950289,0.0013015128,0.0015969218,1.1322523e-05
A2013,0.04387323,0.043976676,0.02686087,0.04082837,0.031664215,0.019078128,0.012595971,0.016905475,0.006891977,-0.00022286589,0.0028724507,0.00019403285,6.155435e-05,5.357904e-05,7.0274546e-06
A181,0.044294644,0.04788184,0.039273143,0.041927613,0.032201,0.046246544,0.036697857,0.03772164,0.03242714,0.03535548,0.0016396513,0.0020578485,0.0002345061,0.00018942656,1.1123442e-06
A1155,0.051746447,0.055647723,-0.001551936,-0.0055037946,0.0150168,0.006392678,0.008351008,0.005620335,0.0050163316,0.004904921,0.004124687,0.0040392727,1.6707085e-05,0.00011638245,3.7212416e-05
A31,0.0010709779,0.0017750559,0.0008344965,0.0008301388,8.235443e-05,6.034146e-05,-1.8976267e-05,3.0247364e-05,5.747959e-07,4.9354912e-06,1.342656e-10,1.3190557e-10,1.4847226e-10,-1.2172714e-11,1.8285746e-11
A128,0.047194317,0.04864051,0.06479988,0.018529257,0.03926355,0.053676758,0.027323468,0.060823213,0.0019196587,0.0013562267,0.00044867233,0.00046210567,7.002541e-05,1.1336465e-05,1.9723561e-06
A1147,0.027216017,0.027051043,0.026410563,0.025997778,0.025400624,0.026262624,0.002026025,0.0021730666,0.0002008376,9.419333e-05,0.00017941988,0.00022306449,6.81696e-05,0.00010071945,-7.2962125e-10
A2108,0.08648693,0.08566234,0.035440344,0.050390244,-0.011848675,-0.005494751,0.017287755,0.021828244,0.0025355504,0.0021630551,0.002568283,0.0024923251,0.0012487217,0.00114871,5.0279967e-05
